OM_CATEGORY_LABEL,FSQ_BEST_LABEL,FSQ_BEST_ID,FSQ_BEST_PRIMARY,FSQ_BEST_SECONDARY,BEST_SCORE,FSQ_ALT1_LABEL,ALT1_ID,ALT1_SCORE,FSQ_ALT2_LABEL,ALT2_ID,ALT2_SCORE,NEEDS_REVIEW
aircraft_repair,Business and Professional Services > Automotive Service > Tire Repair Shop,11015,Business and Professional Services , Automotive Service ,61.6,Business and Professional Services > Repair Service,11157,59.5,Retail > Arts and Crafts Store,17003,58.8,TRUE
water_heater_installation_repair,Arts and Entertainment > Water Park,10055,Arts and Entertainment , Water Park,59.8,Sports and Recreation > Water Sports,18067,56.2,Retail > Stationery Store,17131,55.1,TRUE
motorsport_vehicle_repair,Retail > Automotive Retail > Motorsports Store,17013,Retail , Automotive Retail ,62.8,Business and Professional Services > Automotive Service > Motorcycle Repair Shop,11012,55.2,Travel and Transportation > Transport Hub > Airport > Airport Service,19036,54.9,TRUE
vehicle_wrap,Business and Professional Services > Automotive Service > Vehicle Inspection Station,11018,Business and Professional Services , Automotive Service ,75.0,Travel and Transportation > Electric Vehicle Charging Station,19006,74.2,Retail > Convenience Store,17029,47.6,TRUE
b2b_tires,Retail > Hobby Store,17091,Retail , Hobby Store,59.8,Retail > Baby Store,17014,58.2,Retail > Big Box Store,17016,52.8,TRUE
recreational_vehicle_dealer,Sports and Recreation > Recreation Center,18048,Sports and Recreation , Recreation Center,64.6,Travel and Transportation > Electric Vehicle Charging Station,19006,59.7,Sports and Recreation,18000,58.3,TRUE
vehicle_shipping,"Business and Professional Services > Shipping, Freight, and Material Transportation Service",11163,Business and Professional Services ," Shipping, Freight, and Material Transportation Service",70.3,Travel and Transportation > Electric Vehicle Charging Station,19006,66.5,Business and Professional Services > Automotive Service > Vehicle Inspection Station,11018,65.2,TRUE
automotive_consultant,Retail > Automotive Retail,17005,Retail , Automotive Retail,73.3,Business and Professional Services > Management Consultant,11119,68.3,Business and Professional Services > Automotive Service,11009,67.8,TRUE
windshield_installation_and_repair,Travel and Transportation,19000,Travel and Transportation,,55.9,Business and Professional Services > Repair Service,11157,53.8,Travel and Transportation > Tourist Information and Service,19028,52.3,TRUE
auto_insurance,Business and Professional Services > Insurance Agency,11107,Business and Professional Services , Insurance Agency,76.6,Retail > Adult Store,17001,54.1,Dining and Drinking > Restaurant > Mexican Restaurant > Burrito Restaurant,13305,51.8,TRUE
auto_electrical_repair,Retail > Computers and Electronics Retail,17023,Retail , Computers and Electronics Retail,65.1,Business and Professional Services > Electrical Equipment Supplier,11032,65.0,Retail > Computers and Electronics Retail > Electronics Store,17025,61.9,TRUE
home_window_tinting,Business and Professional Services > Home Improvement Service > Home Inspection,11088,Business and Professional Services , Home Improvement Service ,51.6,Dining and Drinking,13000,50.9,Health and Medicine > Nursing Home,15022,50.6,TRUE
bathtub_and_sink_repairs,Health and Medicine,15000,Health and Medicine,,57.0,Retail > Arts and Crafts Store,17003,52.7,Sports and Recreation > Snow Sports > Ski Resort and Area,18061,52.4,TRUE
truck_gas_station,Travel and Transportation > Transport Hub > Bus Station,19042,Travel and Transportation , Transport Hub ,71.9,Business and Professional Services > TV Station,11173,71.0,Travel and Transportation > Transport Hub > Tram Station,19050,70.1,TRUE
damage_restoration,Business and Professional Services > Art Restoration Service,11004,Business and Professional Services , Art Restoration Service,75.4,Travel and Transportation > Rest Area,19024,58.1,Sports and Recreation,18000,57.4,TRUE
auto_manufacturers_and_distributors,Business and Professional Services > Manufacturer,11120,Business and Professional Services , Manufacturer,60.1,Business and Professional Services > Distribution Center,11031,55.7,Landmarks and Outdoors > Structure,16007,54.0,TRUE
car_sharing,Community and Government > Spiritual Center > Shrine,12108,Community and Government , Spiritual Center ,55.1,Business and Professional Services > Automotive Service > Car Wash and Detail,11011,54.8,Sports and Recreation > Water Sports > Surfing,18072,54.4,TRUE
aircraft_dealer,Retail > Automotive Retail > Car Dealership,17006,Retail , Automotive Retail ,60.6,Retail > Automotive Retail > Car Dealership > New Car Dealership,17008,56.7,Retail > Automotive Retail > Car Dealership > Used Car Dealership,17010,56.0,TRUE
generator_installation_repair,Retail > Fashion Retail,17039,Retail , Fashion Retail,54.5,Landmarks and Outdoors > Park > National Park,16034,54.2,Travel and Transportation > Transportation Service,19051,52.5,TRUE
automobile_leasing,Retail > Automotive Retail,17005,Retail , Automotive Retail,69.2,Business and Professional Services > Automotive Service > Automotive Repair Shop,11010,54.9,Business and Professional Services > Automotive Service,11009,54.4,TRUE
b2b_tractor_dealers,Retail > Automotive Retail > Motor Scooter Dealership,17141,Retail , Automotive Retail ,59.7,Retail > Automotive Retail > Car Dealership,17006,56.1,Retail > Automotive Retail > Motorcycle Dealership,17012,54.1,TRUE
motorsport_vehicle_dealer,Retail > Automotive Retail > Motorsports Store,17013,Retail , Automotive Retail ,61.6,Retail > Automotive Retail > Motor Scooter Dealership,17141,59.8,Retail > Automotive Retail > Motorcycle Dealership,17012,59.8,TRUE
mobile_dent_repair,Retail > Computers and Electronics Retail > Mobile Phone Store,17026,Retail , Computers and Electronics Retail ,58.4,Business and Professional Services > Automotive Service > Tire Repair Shop,11015,57.5,Business and Professional Services > Automotive Service > Automotive Repair Shop,11010,57.2,TRUE
livestock_dealers,Retail > Automotive Retail > Motorcycle Dealership,17012,Retail , Automotive Retail ,54.9,Retail > Automotive Retail > Car Dealership,17006,54.6,Retail > Automotive Retail > Moped Dealership,17140,52.4,TRUE
auto_company,Community and Government > Utility Company,12115,Community and Government , Utility Company,77.0,Business and Professional Services > Mobile Company,11123,76.2,Business and Professional Services > Real Estate Service > Real Estate Development and Title Company,11151,76.2,TRUE
automobile_registration_service,Business and Professional Services > Art Restoration Service,11004,Business and Professional Services , Art Restoration Service,71.5,Travel and Transportation > Transportation Service > Limo Service,19053,67.9,Business and Professional Services > Translation Service,11171,65.9,TRUE
transmission_repair,Business and Professional Services > Automotive Service > Transmissions Shop,11017,Business and Professional Services , Automotive Service ,64.3,Travel and Transportation > Train,19066,56.3,Business and Professional Services > Shoe Repair Service,11164,56.1,TRUE
fuel_dock,Travel and Transportation > Fuel Station,19007,Travel and Transportation , Fuel Station,61.5,Landmarks and Outdoors > Roof Deck,16045,49.1,Sports and Recreation > Hockey,18031,47.2,TRUE
ceiling_and_roofing_repair_and_service,Business and Professional Services > Repair Service,11157,Business and Professional Services , Repair Service,76.1,Business and Professional Services > Shoe Repair Service,11164,72.9,Business and Professional Services > Computer Repair Service,11027,69.3,TRUE
town_car_service,Business and Professional Services > Technology Business > IT Service,11108,Business and Professional Services , Technology Business ,73.2,Health and Medicine > Home Health Care Service,15012,72.4,Business and Professional Services > Automotive Service > Towing Service,11016,72.2,TRUE
mechanical_engineers,Business and Professional Services > Engineer,11034,Business and Professional Services , Engineer,60.4,Health and Medicine > Medical Center,15016,56.6,"Business and Professional Services > Writing, Copywriting and Technical Writing Service",11194,51.2,TRUE
furniture_reupholstery,Retail > Furniture and Home Store,17082,Retail , Furniture and Home Store,63.1,Business and Professional Services > Home Improvement Service > Upholstery Service,11102,59.7,Retail > Furniture and Home Store > Kitchen Supply Store,17086,56.0,TRUE
auto_upholstery,Business and Professional Services > Home Improvement Service > Upholstery Service,11102,Business and Professional Services , Home Improvement Service ,78.3,Retail > Auction House,17004,62.5,Retail > Automotive Retail,17005,52.2,TRUE
trailer_repair,Community and Government > Trailer Park,12114,Community and Government , Trailer Park,78.5,Business and Professional Services > Automotive Service > Tire Repair Shop,11015,67.5,Business and Professional Services > Repair Service,11157,65.7,TRUE
oil_change_station,Business and Professional Services > Automotive Service > Oil Change Service,11013,Business and Professional Services , Automotive Service ,73.1,Business and Professional Services > TV Station,11173,70.2,Travel and Transportation > Electric Vehicle Charging Station,19006,68.3,TRUE
game_truck_rental,Travel and Transportation > Boat Rental,19003,Travel and Transportation , Boat Rental,64.9,Travel and Transportation > Bike Rental,19002,64.5,Sports and Recreation > Water Sports > Canoe and Kayak Rental,18068,60.1,TRUE
golf_cart_dealer,Sports and Recreation > Golf,18016,Sports and Recreation , Golf,68.0,Retail > Automotive Retail > Car Dealership,17006,64.9,Retail > Automotive Retail > Car Dealership > New Car Dealership,17008,62.1,TRUE
eyelash_service,Business and Professional Services > Technology Business > IT Service,11108,Business and Professional Services , Technology Business ,73.6,Business and Professional Services > Home Improvement Service > Tree Service,11101,72.8,Business and Professional Services > Pet Service,11133,72.3,TRUE
muay_thai_club,Arts and Entertainment > Strip Club,10052,Arts and Entertainment , Strip Club,57.4,Arts and Entertainment > Night Club,10032,56.1,Arts and Entertainment > Salsa Club,10049,55.9,TRUE
boot_camp,Community and Government > Summer Camp,12113,Community and Government , Summer Camp,65.5,Dining and Drinking > Bar > Champagne Bar,13008,48.9,Retail > Bookstore,17018,48.3,TRUE
boxing_class,Sports and Recreation > Gym and Studio > Boxing Gym,18022,Sports and Recreation , Gym and Studio ,70.3,Sports and Recreation > Baseball > Batting Cages,18005,53.9,Retail > Betting Shop,17015,49.4,TRUE
makerspace,Event > Marketplace,14009,Event , Marketplace,67.8,Landmarks and Outdoors > Palace,16031,56.4,Retail > Market,17144,55.3,TRUE
beauty_salon,Business and Professional Services > Health and Beauty Service > Hair Salon,11064,Business and Professional Services , Health and Beauty Service ,79.6,Business and Professional Services > Health and Beauty Service > Nail Salon,11071,79.6,Business and Professional Services > Health and Beauty Service > Tanning Salon,11074,76.4,TRUE
tattoo_removal,Business and Professional Services > Health and Beauty Service > Hair Removal Service,11067,Business and Professional Services , Health and Beauty Service ,66.5,Business and Professional Services > Health and Beauty Service > Tattoo Parlor,11075,65.8,Travel and Transportation > Lodging > Vacation Rental,19019,50.6,TRUE
kickboxing_club,Sports and Recreation > Water Sports > Sailing Club,18070,Sports and Recreation , Water Sports ,61.4,Sports and Recreation > Water Sports > Swimming > Swimming Club,18074,59.6,Sports and Recreation > Running and Track > Running Club,18052,58.9,TRUE
aerial_fitness_center,Business and Professional Services > Business Center,11021,Business and Professional Services , Business Center,66.9,Sports and Recreation > Recreation Center,18048,62.7,Health and Medicine > Medical Center,15016,62.3,TRUE
reiki,Retail,17000,Retail,,56.7,Dining and Drinking > Bar > Tiki Bar,13023,53.9,Dining and Drinking,13000,52.0,TRUE
shared_office_space,Business and Professional Services > Office,11124,Business and Professional Services , Office,72.3,Business and Professional Services > Office > Coworking Space,11128,64.5,Retail > Office Supply Store,17102,63.7,TRUE
hair_extensions,Business and Professional Services > Health and Beauty Service > Hair Salon,11064,Business and Professional Services , Health and Beauty Service ,56.7,Event > Other Event,14015,48.8,Sports and Recreation > Racquet Sports > Tennis,18045,48.3,TRUE
boudoir_photography,Business and Professional Services > Photography Service > Photography Lab,11139,Business and Professional Services , Photography Service ,76.7,Business and Professional Services > Photography Service > Photography Studio,11140,74.4,Business and Professional Services > Photography Service,11137,72.1,TRUE
fitness_trainer,Sports and Recreation > Personal Trainer,18038,Sports and Recreation , Personal Trainer,66.2,Retail > Newsstand,17100,57.5,Business and Professional Services > Business Center,11021,56.7,TRUE
karate_club,Sports and Recreation > Hockey > Hockey Club,18032,Sports and Recreation , Hockey ,64.0,Sports and Recreation > Sports Club,18065,64.0,Sports and Recreation > Racquet Sports > Racquet Sport Club,18042,63.6,TRUE
tanning_bed,Business and Professional Services > Health and Beauty Service > Tanning Salon,11074,Business and Professional Services , Health and Beauty Service ,77.5,Sports and Recreation > Running and Track > Running Club,18052,52.9,Dining and Drinking,13000,50.9,TRUE
fitness_exercise_equipment,Business and Professional Services > Electrical Equipment Supplier,11032,Business and Professional Services , Electrical Equipment Supplier,59.9,Business and Professional Services > Scientific Equipment Supplier,11161,58.0,Business and Professional Services > Equipment Rental Service,11037,57.5,TRUE
float_spa,Business and Professional Services > Health and Beauty Service > Spa,11073,Business and Professional Services , Health and Beauty Service ,72.9,Retail > Floating Market,17055,57.8,Retail > Flea Market,17054,51.3,TRUE
eyebrow_service,Business and Professional Services > Technology Business > IT Service,11108,Business and Professional Services , Technology Business ,73.6,Business and Professional Services > Home Improvement Service > Tree Service,11101,72.8,Business and Professional Services > Pet Service,11133,72.3,TRUE
esthetician,Health and Medicine > Physician,15027,Health and Medicine , Physician,59.1,Business and Professional Services > Home Improvement Service > Electrician,11083,55.7,Health and Medicine > Veterinarian,15054,55.3,TRUE
dietitian,Health and Medicine > Dentist,15007,Health and Medicine , Dentist,56.4,Health and Medicine > Physician > Pediatrician,15045,54.3,Retail > Betting Shop,17015,51.1,TRUE
day_spa,Business and Professional Services > Health and Beauty Service > Spa,11073,Business and Professional Services , Health and Beauty Service ,79.2,Retail > Food and Beverage Retail > Dairy Store,17064,50.6,Landmarks and Outdoors > Park > Dog Park,16033,47.9,TRUE
blow_dry_blow_out_service,Business and Professional Services > Technology Business > IT Service,11108,Business and Professional Services , Technology Business ,68.3,Business and Professional Services > Pet Service,11133,64.9,Travel and Transportation > Transportation Service > Limo Service,19053,63.2,TRUE
tattoo_and_piercing,Business and Professional Services > Health and Beauty Service > Body Piercing Shop,11065,Business and Professional Services , Health and Beauty Service ,69.3,Business and Professional Services > Health and Beauty Service > Tattoo Parlor,11075,65.4,Travel and Transportation > Pier,19021,60.4,TRUE
