OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_Primary,FSQ_Category_ID,FSQ_Category_Label,Match_Confidence_Score
cable_car_service,Automotive,Automotive,Business and Professional Services,11025,Business and Professional Services > Child Care Service,0.520
truck_gas_station,Automotive,Automotive,Business and Professional Services,11144,Business and Professional Services > Radio Station,0.467
damage_restoration,Automotive,Automotive,Business and Professional Services,11004,Business and Professional Services > Art Restoration Service,0.454
auto_manufacturers_and_distributors,Automotive,Automotive,Business and Professional Services,11120,Business and Professional Services > Manufacturer,0.950
motorcycle_repair,Automotive,Automotive,Business and Professional Services,11012,Business and Professional Services > Automotive Service > Motorcycle Repair Shop,0.950
car_sharing,Automotive,Automotive,Business and Professional Services,11011,Business and Professional Services > Automotive Service > Car Wash and Detail,0.413
aircraft_dealer,Automotive,Automotive,Business and Professional Services,11067,Business and Professional Services > Health and Beauty Service > Hair Removal Service,0.206
generator_installation_repair,Automotive,Automotive,Business and Professional Services,11010,Business and Professional Services > Automotive Service > Automotive Repair Shop,0.388
lawn_mower_repair_service,Automotive,Automotive,Business and Professional Services,11157,Business and Professional Services > Repair Service,0.950
automobile_leasing,Automotive,Automotive,Business and Professional Services,11009,Business and Professional Services > Automotive Service,0.244
b2b_tractor_dealers,Automotive,Automotive,Business and Professional Services,11090,Business and Professional Services > Home Improvement Service > Interior Designer,0.200
motorsport_vehicle_dealer,Automotive,Automotive,Business and Professional Services,11018,Business and Professional Services > Automotive Service > Vehicle Inspection Station,0.357
mobile_dent_repair,Automotive,Automotive,Business and Professional Services,11123,Business and Professional Services > Mobile Company,0.425
livestock_dealers,Automotive,Automotive,Business and Professional Services,11055,Business and Professional Services > Financial Service > Stock Broker,0.221
auto_company,Automotive,Automotive,Business and Professional Services,11123,Business and Professional Services > Mobile Company,0.577
automobile_registration_service,Automotive,Automotive,Business and Professional Services,11004,Business and Professional Services > Art Restoration Service,0.511
transmission_repair,Automotive,Automotive,Business and Professional Services,11157,Business and Professional Services > Repair Service,0.445
fuel_dock,Automotive,Automotive,Business and Professional Services,11059,Business and Professional Services > Funeral Home,0.229
ceiling_and_roofing_repair_and_service,Automotive,Construction & Contractors,Business and Professional Services,11027,Business and Professional Services > Computer Repair Service,0.536
town_car_service,Automotive,Automotive,Business and Professional Services,11016,Business and Professional Services > Automotive Service > Towing Service,0.520
mechanical_engineers,Automotive,Automotive,Business and Professional Services,11034,Business and Professional Services > Engineer,0.950
engine_repair_service,Automotive,Automotive,Business and Professional Services,11157,Business and Professional Services > Repair Service,0.950
automotive_storage_facility,Automotive,Automotive,Business and Professional Services,11165,Business and Professional Services > Storage Facility,0.950
auto_restoration_services,Automotive,Automotive,Business and Professional Services,11004,Business and Professional Services > Art Restoration Service,0.567
appliance_repair_service,Automotive,Automotive,Business and Professional Services,11157,Business and Professional Services > Repair Service,0.950
furniture_reupholstery,Automotive,Automotive,Business and Professional Services,11091,Business and Professional Services > Home Improvement Service > Kitchen Remodeler,0.205
auto_upholstery,Automotive,Automotive,Business and Professional Services,11102,Business and Professional Services > Home Improvement Service > Upholstery Service,0.542
trailer_repair,Automotive,Automotive,Business and Professional Services,11157,Business and Professional Services > Repair Service,0.471
oil_change_station,Automotive,Automotive,Business and Professional Services,11013,Business and Professional Services > Automotive Service > Oil Change Service,0.689
motorcycle_manufacturer,Automotive,Automotive,Business and Professional Services,11120,Business and Professional Services > Manufacturer,0.950
game_truck_rental,Automotive,Automotive,Business and Professional Services,11037,Business and Professional Services > Equipment Rental Service,0.395
golf_cart_dealer,Automotive,Automotive,Business and Professional Services,11179,Business and Professional Services > Wholesaler,0.215
eyelash_service,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11101,Business and Professional Services > Home Improvement Service > Tree Service,0.596
muay_thai_club,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11070,Business and Professional Services > Health and Beauty Service > Massage Clinic,0.171
boot_camp,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11168,Business and Professional Services > Technology Business > Software Company,0.192
martial_arts_club,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11149,Business and Professional Services > Real Estate Service > Real Estate Agency,0.183
boxing_class,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11065,Business and Professional Services > Health and Beauty Service > Body Piercing Shop,0.187
laser_hair_removal,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11067,Business and Professional Services > Health and Beauty Service > Hair Removal Service,0.653
nutritionist,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11028,Business and Professional Services > Construction,0.233
coworking_space,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11128,Business and Professional Services > Office > Coworking Space,1.000
makerspace,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11073,Business and Professional Services > Health and Beauty Service > Spa,0.950
beauty_salon,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11064,Business and Professional Services > Health and Beauty Service > Hair Salon,0.555
tattoo_removal,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11075,Business and Professional Services > Health and Beauty Service > Tattoo Parlor,0.567
kickboxing_club,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11152,Business and Professional Services > Recording Studio,0.181
aerial_fitness_center,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11021,Business and Professional Services > Business Center,0.467
reiki,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11051,Business and Professional Services > Financial Service > Banking and Finance > Credit Union,0.188
shared_office_space,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11073,Business and Professional Services > Health and Beauty Service > Spa,0.950
hair_extensions,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11064,Business and Professional Services > Health and Beauty Service > Hair Salon,0.556
boudoir_photography,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11139,Business and Professional Services > Photography Service > Photography Lab,0.559
yoga_instructor,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11028,Business and Professional Services > Construction,0.267
fitness_trainer,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11021,Business and Professional Services > Business Center,0.240
beauty_and_spa,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11073,Business and Professional Services > Health and Beauty Service > Spa,0.950
karate_club,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11072,Business and Professional Services > Health and Beauty Service > Skin Care Clinic,0.207
tanning_bed,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11074,Business and Professional Services > Health and Beauty Service > Tanning Salon,0.567
fitness_exercise_equipment,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11105,Business and Professional Services > Industrial Equipment Supplier,0.404
hair_salon,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11064,Business and Professional Services > Health and Beauty Service > Hair Salon,1.000
gymnastics_club,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11141,Business and Professional Services > Plastics Supplier,0.200
float_spa,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11073,Business and Professional Services > Health and Beauty Service > Spa,0.950
eyebrow_service,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11101,Business and Professional Services > Home Improvement Service > Tree Service,0.596
hair_removal,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11067,Business and Professional Services > Health and Beauty Service > Hair Removal Service,0.950
skin_care,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11072,Business and Professional Services > Health and Beauty Service > Skin Care Clinic,0.950
hair_loss_center,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11021,Business and Professional Services > Business Center,0.458
esthetician,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11083,Business and Professional Services > Home Improvement Service > Electrician,0.255
gym,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11044,Business and Professional Services > Financial Service > Banking and Finance > ATM,0.133
dietitian,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11001,Business and Professional Services > Advertising Agency,0.207
day_spa,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11073,Business and Professional Services > Health and Beauty Service > Spa,0.950
blow_dry_blow_out_service,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11061,Business and Professional Services > Health and Beauty Service,0.390
tattoo_and_piercing,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11075,Business and Professional Services > Health and Beauty Service > Tattoo Parlor,0.525
piercing,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11065,Business and Professional Services > Health and Beauty Service > Body Piercing Shop,0.950
pilates_studio,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11005,Business and Professional Services > Art Studio,0.600
venue_and_event_space,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11039,Business and Professional Services > Event Space,0.950
massage,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11070,Business and Professional Services > Health and Beauty Service > Massage Clinic,0.950
gymnastics_center,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11021,Business and Professional Services > Business Center,0.550
